"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:255","Von welchem Schiff hast du geredet?","¿De qué barco estabas hablando?","","False","DIA_LARES_SCHIFF.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:284","Wie komme ich zum Hof des Großbauern?","¿Cómo encuentro la granja del hacendado?","","False","DIA_LARES_WEGZUMHOF.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:299","Ich kann dich hinbringen, wenn du willst. Hab sowieso schon zu lange hier rumgehangen.","Puedo llevarte allí si quieres. De todas formas, ya llevo mucho tiempo aquí.","","False","DIA_Lares_WegZumHof_09_01","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:300","Hier im Hafen gibt es zwar für gewöhnlich keine Miliz, aber ich muss ja nicht riskieren, dass einer von ihnen Verdacht schöpft ...","No suele haber milicia por el puerto, pero no puedo arriesgarme a que alguno sospeche...","","False","DIA_Lares_WegZumHof_09_02","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:488","Ich hab gehört, du bist aufgenommen worden.","Me enteré de que te aceptaron.","","False","DIA_Lares_OtherGuild_09_09","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:585","Klar. Wenn du willst, helfe ich dir, geschickter zu werden.","Claro. Si quieres, te ayudaré a ser más diestro.","","False","DIA_Lares_DEX_09_01","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:601","Ich will geschickter werden!","¡Quiero ser más diestro!","","False","DIA_Lares_TEACH.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:615","Ich will geschickter werden!","¡Quiero ser más diestro!","","False","DIA_Lares_TEACH_15_00","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_456_Abuyin.d:80","Willkommen Freund, nimm Platz auf meinen bescheidenen Teppichen und genieße in Ruhe eine Pfeife.","Bienvenido, amigo mío. Siéntate en mis humildes alfombras, tómate tu tiempo y disfruta de una pipa.","","False","DIA_Abuyin_Hallo_13_00","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_484_Lehmar.d:377","(grinst) Ich? Nein.","(Sonríe) ¿Yo? No.","","False","DIA_Lehmar_Add_15_02","",""
